file,label,statement,subject,speaker,job_title,state_info,party_affiliation,barely_true,false,half_true,mostly_true,pants_fire,context,Cohere-Command-R-Plus
2663.json,False,Says PolitiFact says Amendment 4 will force counties and cities across Florida to raise taxes and fees.,florida-amendments,citizens-lower-taxes-and-stronger-economy,,Florida,none,1.0,0.0,2.0,0.0,1.0,a newspaper ad.,"conspiracy, discredit"
10033.json,False,Says U.S. Rep. Steve Southerland voted himself health care for life.,"elections,health-care",democratic-congressional-campaign-committee,,,democrat,11.0,8.0,5.0,1.0,9.0,a campaign commercial,"conspiracy, discredit"
8772.json,False,"Oregon Rep. Tina Kotek, D-Portland, has never held a job nor run a business",job-accomplishments,bill-post,Radio talk show host,Oregon,republican,0.0,0.0,0.0,0.0,1.0,a tweet by Post,"conspiracy, discredit"
13082.json,False,I finished the controversyabout wherePresident Barack Obama was born.,obama-birth-certificate,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,in a speech,conspiracy
9766.json,False,Far more children died last year drowning in their bathtubs than were killed accidentally by guns.,guns,tucker-carlson,"Editor, Daily Caller",,none,0.0,0.0,1.0,0.0,1.0,"a broadcast of ""Fox and Friends Weekend.""","conspiracy, emotion"
3835.json,False,House Republicans required the use of Styrofoam cups in House cafeterias that are part of Koch Industries.,congressional-rules,jim-moran,U. S. Congressman,Virginia,democrat,2.0,1.0,1.0,6.0,1.0,a speech.,conspiracy
8202.json,False,"Americas gun-related homicide rate would be about the same as Belgiums if you left out California, Illinois, D.C. and New Jersey, places with some of the strictest gun control laws in the U.S.","crime,guns,pundits",mike-huckabee,author,Arkansas,republican,12.0,5.0,9.0,3.0,4.0,a Facebook post,conspiracy
5681.json,False,Says Texas retained the right to have a navy when it joined the United States.,"history,military,states",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,an email,conspiracy
10872.json,False,"Says Ted Cruz said: While there may have been an age difference, Josh Duggars transgressions are far less an affront to God than what gays do to each other.","gays-and-lesbians,marriage",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a meme on a Facebook page,"conspiracy, emotion"
4001.json,False,"The WIC program is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet.","children,federal-budget,health-care,hunger,poverty,taxes,women",david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,a speech on the floor of the House of Representatives,conspiracy
6326.json,False,Says Barack Obama counted on Sandy Adams to approve stimulus spending.,"message-machine-2012,stimulus,voting-record",john-mica,U.S. Representative,Florida,republican,0.0,1.0,1.0,1.0,1.0,a mailer,Conspiracy
9789.json,False,"Documents released by Edward Snowden reveal that American, Britishand Israeli intelligence agencies worked together to create the Islamic State.","foreign-policy,iraq,israel,military",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,stories,Conspiracy
933.json,False,"You and I know that in the history of mankind and womankind, government federal, state, local, or otherwise has never created one job.","economy,stimulus",michael-steele,chairman of the Republican National Committee,Maryland,republican,0.0,1.0,1.0,0.0,2.0,a speech to House Republicans,"conspiracy, discredit"
2792.json,False,Pres. Obamas finance team is recommending a . . . 1% tax on all transactions at any financial institution.,"deficit,economy,taxes",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a message via the Internet,conspiracy
9361.json,False,Obama Announces Plans For A Third Term Presidential Run,legal-issues,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email,"conspiracy, impersonation"
8046.json,False,A hidden provision in the health care law taxes sporting goods as medical devices.,health-care,chain-email,,,none,11.0,43.0,8.0,5.0,105.0,an email,conspiracy
2990.json,False,Says the University of Wisconsin football program is spending almost all of its Bowl Championship Series payout on a Rose Bowl junket for politically connected officials,state-budget,charlie-sykes,Talk show host for WTMJ-AM in Milwaukee,Wisconsin,talk-show-host,0.0,1.0,0.0,0.0,2.0,a comment made during his radio show,"conspiracy, discredit"
9775.json,False,Says Marilinda Garcia supports $150 billion in new taxes.,"economy,taxes",gary-lambert,Lawyer,New Hampshire,republican,0.0,0.0,0.0,0.0,1.0,a campaign mailer,"conspiracy, discredit"
4378.json,False,"U.S. Reps. Hank Johnson, John Lewis and other members of the Congressional Progressive Caucus are socialists who are openly serving in the U.S. Congress.",candidates-biography,sovereign-citizens-united,,,organization,0.0,0.0,0.0,0.0,1.0,a web post,"conspiracy,discredit"
4483.json,False,Says our taxes have doubled with Rick Perry in office.,taxes,ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,"a Republican presidential debate in Tampa, Florida.","conspiracy, discredit"
12207.json,False,Rhode Island: 3% bigger at low tide.,tourism,hilary-treadwell,artist,,none,0.0,0.0,0.0,0.0,1.0,an interview,discredit
11364.json,False,"Honduras bans citizens from owning guns and has the highest homicide rate in the entire world. Switzerland, with a similar population, requires citizens to own guns and has the lowest homicide rate in the entire world.",crime,viral-image,,,none,5.0,5.0,0.0,3.0,15.0,a viral Internet post,"conspiracy, emotion"
12351.json,False,The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.,terrorism,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,a campaign email,"conspiracy, discredit"
7077.json,False,Says I was the first governor in America to endorse Mitt Romney.,"candidates-biography,elections",chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a press conference,"conspiracy, impersonation"
12861.json,False,Im beating (Kelly Ayotte) in the polls by a lot.,polls,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,an interview with the Washington Post,Emotion
10165.json,False,"If Cory Gardner gets his way, youd better stock up on condoms.",abortion,naral-pro-choice,,"Washington, D.C.",organization,2.0,1.0,0.0,0.0,1.0,a television ad,"conspiracy, emotion"
5656.json,False,Says for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.,"government-efficiency,state-budget",jeff-kruse,state senator,Oregon,republican,0.0,0.0,1.0,0.0,2.0,a newsletter.,"conspiracy, discredit"
7719.json,False,Accuses Ed FitzGerald of pay-to-play and corruption politics.,"candidates-biography,criminal-justice,ethics",republican-governors-association,,"Washington, D.C.",republican,5.0,1.0,6.0,4.0,2.0,a news release reacting to FitzGerald's run for governor,"conspiracy, discredit"
11380.json,False,"Everyone on Californias roads is properly licensed, tested and insured.","public-safety,transportation",luis-alejo,Assemblyman,California,democrat,0.0,0.0,0.0,0.0,1.0,a press release,conspiracy
6145.json,False,Says GOP U.S. Rep. Sean Duffy of Wisconsin voted twice to end Medicare.,medicare,pat-kreitlow,,,democrat,0.0,0.0,0.0,0.0,1.0,a news release,"conspiracy, discredit"
7948.json,False,"The immigration bill includes free Obamacars, motorcycles or scooters.","immigration,transportation,welfare",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,a blog post on Breitbart,conspiracy
970.json,False,"Under Obama's budget plan, families making over $250,000 are going to lose their mortgage deduction, their charitable deductions.",taxes,cynthia-lummis,U.S. Representative,,republican,0.0,0.0,0.0,1.0,1.0,a news conference.,conspiracy
5737.json,False,I have always said that I would be for drilling.,"candidates-biography,climate-change,energy",connie-mack,U.S. representative from Fort Myers,Florida,republican,3.0,3.0,1.0,3.0,1.0,an event to promote the Keystone XL pipeline,conspiracy
10910.json,False,"If you care about the environment, weve got record funding.",environment,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a speech at his economic summit for presidential candidates,emotion
6283.json,False,Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift.,taxes,lou-greenwald,State Assemblyman,New Jersey,democrat,0.0,1.0,1.0,2.0,2.0,an interview on 6abc’s “Inside Story”,conspiracy
9936.json,False,SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,"agriculture,congress,voting-record,welfare",tom-cotton,U.S. House of Representatives,Arkansas,republican,3.0,4.0,2.0,3.0,1.0,a campaign ad,"conspiracy, discredit"
9293.json,False,There are over 200 documented cases where (Obama) has lied.,ethics,wayne-rogers,,,none,0.0,0.0,0.0,0.0,1.0,"a broadcast of ""Cashin' In"" on Fox News","conspiracy, discredit"
4487.json,False,Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote.,elections,democratic-governors-association,,,democrat,1.0,0.0,0.0,0.0,2.0,an online ad,"Conspiracy, Discredit"
1700.json,False,Says the new health care law delivers a $13 billion tax increase on families with special needs.,health-care,john-carter,U.S. House of Representatives,Texas,republican,0.0,3.0,1.0,2.0,2.0,a Twitter message,"conspiracy, discredit"
6314.json,False,Gov. Bill Haslam is making our Economic Development department Sharia compliant by hiring a woman who specializes in Sharia compliance. Thats what her job is.,"economy,religion",woody-degan,Airport owner,Tennessee,republican,0.0,0.0,0.0,0.0,1.0,in an interview with The Commercial Appeal.,"conspiracy, discredit"
7911.json,False,The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria.,"foreign-policy,history,military",saxby-chambliss,U.S. Senator,Georgia,republican,1.0,1.0,3.0,4.0,1.0,"an interview on CNN's ""The Situation Room""","conspiracy, discredit"
367.json,False,"Obama ""suggested bombing Pakistan.""",foreign-policy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"a media availability in Columbus, Ohio.",conspiracy
2180.json,False,Ninety-four percent of small businesses will face higher taxes under the Democrats plan.,"economy,federal-budget,taxes",randy-neugebauer,member of Congress,Texas,republican,0.0,0.0,0.0,0.0,1.0,a Townhall.com guest blog post,"conspiracy, discredit"
7104.json,False,"In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.",elections,we-people-petition,,Ohio,none,0.0,0.0,0.0,0.0,1.0,a petition on the White House website,conspiracy
5609.json,False,Says under the new health care law the patient-doctor relationship will be eliminated.,health-care,joseph-kyrillos,State Senator,New Jersey,republican,3.0,3.0,2.0,2.0,1.0,a campaign e-mail,conspiracy
2595.json,False,Chris Coons has Marxist beliefs.,"candidates-biography,economy",christine-odonnell,Candidate for U.S. Senate,Delaware,republican,1.0,0.0,0.0,1.0,2.0,a debate,conspiracy
1794.json,False,Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.,"campaign-finance,energy,oil-spill,pundits",ed-schultz,MSNBC television host,,none,3.0,1.0,4.0,1.0,2.0,a broadcast of the Ed Show,conspiracy
2918.json,False,Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,"education,health-care",donna-garner,education activist,Texas,republican,0.0,0.0,0.0,0.0,1.0,a newsletter,"Conspiracy, Discredit"
11878.json,False,"Obama spent $7 billion to bring electricity to Africa, failed miserably.","energy,foreign-policy",daniel-greenfield,,,republican,0.0,0.0,0.0,0.0,1.0,an article on the Frontpage website,"conspiracy, discredit"
1293.json,False,You must list all your guns on your 2010 tax return.,"guns,taxes",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,an e-mail circulated to many people.,"Conspiracy, Trolling"
1661.json,False,"An audit of the last census found that over 370,000 people living in Texas were not counted, and our state lost an estimated $1 billion in federal funds as a result.",census,silvestre-reyes,U.S. House member,Texas,democrat,0.0,0.0,2.0,1.0,1.0,an e-mail blast,conspiracy
663.json,False,"McCain's energy plan is a ""single-answer proposition"" new domestic oil drilling.",energy,brian-schweitzer,Governor,Montana,democrat,0.0,0.0,0.0,0.0,1.0,,conspiracy
2823.json,False,The cap-and-trade bill before Congress prevents you from selling your home without the permission of the EPA administrator.,"cap-and-trade,climate-change,economy,energy",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,e-mail and blog postings,Conspiracy
1000.json,False,"In the 1970s, the swine flu broke out . . . under another Democrat, President Jimmy Carter.",health-care,michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,an interview with Pajamas Media.,conspiracy
1776.json,False,"McCollum admitted he didn't think that the subprime mortgage crisis was a big deal, telling reporters he thought that the subprime collapse had been exaggerated by the media and investors and that 'it's not the end of the world.' ","financial-regulation,housing",florida-democratic-party,,Florida,democrat,5.0,4.0,4.0,5.0,3.0,a press release.,"conspiracy, discredit"
